TransactionID,Category,Product,TransactionDate,Quantity,Price,TotalValue,CustomerID,PaymentMethod,ShippingAddress,Email,OrderStatus,DiscountCode,PaymentAmount
61a11729-3cb9-4350-9b4d-a0fe7bb38605,Books,Children's Book,2024-11-27,3,415.26,1245.78,4bbe4aff-9326-4ffd-9be4-bf5192698698,PayPal,"519 Hughes Locks
Ambermouth, KY 85162",kevin42@hotmail.com,Refunded,,1245.78
d47d577b-fa5a-41ca-859d-d55d4b943e30,Health,Bandages,2024-09-28,3,447.28,1341.84,0212b554-4644-48b4-a553-867da881bfd3,Credit Card,"094 Dawn Corner
New Amber, AR 75244",qwebb@blevins-hansen.biz,,,1341.84
c9e26074-4f16-49a0-8a17-991ea5769411,Beauty,Perfume,2024-08-31,4,99.71,398.84,5d678bb1-945e-42e4-888a-93ec70d9c9f8,Credit Card,"6260 Reyes Course
North Amberport, HI 33997",gail55@hotmail.com,Pending,,398.84
4b8c5bdc-e8dd-4e5a-9712-fb1621a4344f,Books,Biography,2024-10-11,5,284.89,1424.45,2cf6bf75-6a5e-4920-bf5a-e7e653a3dd5a,Credit Card,"6209 White Station
West Petermouth, MT 42996",gnguyen@ferguson.com,Completed,,1424.45
e05fb8bc-8a16-406c-8958-e75e21d53971,Books,Fiction Novel,2024-03-18,3,374.2,1122.6,80759f1f-87e5-40fe-9da8-d6d2f8b38a8b,Credit Card,"33993 Romero Parkways
Averyview, MD 61426",monteskarl@hotmail.com,Completed,,1122.6
56b60afc-ded2-45d0-bf1e-83664b8e63d4,Beauty,Face Cream,2024-11-09,4,294.82,1179.28,f6802cdb-77e4-40c7-9d7b-c313cde22f1c,PayPal,"58238 Ali Point
Williamsmouth, RI 38413",craigmiles@hotmail.com,Pending,,1179.28
8eac0a33-cdf9-44a7-9882-b5c1f79efd70,Health,Protein Powder,2024-06-03,3,77.18,231.54,6502d6a2-ca6a-4224-971e-16cc5da36f1b,PayPal,"1612 Johns Fords
Nicolemouth, KS 99158",cynthiaford@coleman.net,Pending,DISCOUNT11pw,231.54
a377f6f1-d289-40ab-a18a-e30595a5bafa,Fashion,Jeans,2024-04-11,1,93.09,93.09,acc216a0-1bbc-41f7-9f18-e583f0b6f83f,Credit Card,"118 Patricia Via Suite 156
Paultown, NH 49060",donald51@wilson-shaw.info,Completed,,135790.8
e25d36eb-9e9a-4f83-8668-03ee78b2b549,Health,Thermometer,2024-03-31,2,233.91,467.82,ea4e3617-53f8-482b-8fb8-64e4f1738856,,"USCGC Smith
FPO AP 03093",westbrian@gmail.com,Pending,,467.82
a2a9d4d8-102e-4de5-a5cc-8bf738ab854c,Beauty,Perfume,2024-08-24,3,427.76,1283.28,b379cb1e-e8cd-40cc-b6da-3ca0d2e82f38,Bank Transfer,"19433 Coffey Camp Suite 793
East Traceyfurt, KY 75094",kyle14@gibson-adams.com,Pending,,1283.28
23c86d30-1dde-4969-a886-13dba6348e78,Home & Garden,Sofa,2024-04-27,3,327.95,983.85,4dead645-0986-4beb-b23e-323d0b9bd934,Credit Card,"399 Cameron Crossroad
East Jordanshire, IN 69062",michaelthomas@yahoo.com,Completed,,983.85
b24cc64f-be3e-4e57-b30a-9e32aba4fc03,Beauty,Lipstick,2024-05-24,5,272.84,1364.2,965befdf-6b4b-4411-8a4a-0e2df22b5b98,Credit Card,"304 Patel Island
South Jamesland, OK 03826",jacqueline97@gmail.com,Completed,,1364.2
6a35df59-e2aa-4a5d-a78e-d00dba0266ef,Beauty,Face Cream,2024-10-15,2,,427.22,7d45d8ef-d56c-48ea-9959-7b5aa7a8f636,PayPal,"Unit 3613 Box 3254
DPO AE 82551",melanie93@gmail.com,Completed,,427.22
dafec8a9-3c71-40be-b357-956071d79665,Beauty,Shampoo,2024-06-21,3,80.31,240.93,af88bdec-fb1e-443b-996f-4dfa5cd8fe1a,Credit Card,"6095 Wright Mountains
West Marissa, MA 68615",morenorobert@barker.net,Completed,,240.93
a5135ea0-fa53-434d-a6d5-901d8b621d41,Home & Garden,Vacuum Cleaner,2024-05-22,2,61.11,122.22,46a02a9b-65ec-4acd-8f80-35f55bd20c98,Credit Card,"971 Riley Corner
North Nicholasland, DC 08627",gmayer@hunter-preston.net,Completed,DISCOUNT05mu,122.22
f8999246-98de-4ebb-a3b5-cecea446be72,Home & Garden,Lawn Mower,2024-03-23,5,350.55,1752.75,5560db22-c96b-4edb-8cf2-b69b0577aea9,Bank Transfer,"1963 Shawn Mountain Suite 991
Debratown, NC 43518",laura78@gonzalez-mitchell.net,Pending,,1752.75
90882eaf-c977-4598-a03c-8c25fd235def,Electronics,Smartwatch,2024-04-04,1,181.18,181.18,c3e15a85-d46e-4104-9190-6f5034885a46,PayPal,"09193 Dana Glens
Robertmouth, IA 18546",lesliebrown@gmail.com,Completed,,181.18
d0243d72-3748-467f-961d-33ba350843f0,Toys,Board Game,2024-08-03,1,338.86,338.86,c63d04ee-541c-4a86-bba5-cd2fdea45c19,Credit Card,"49685 Silva Plains
East Terrance, MA 38651",aholt@decker-lewis.com,Completed,,338.86
2cabd7e7-cc6b-46e5-802a-df9c8a4b8f7c,Electronics,Smartwatch,2024-02-20,2,216.83,433.66,06998731-ddcf-4766-a93b-12cd1c24220e,Credit Card,"795 Jensen Manor Suite 217
South Jeffreytown, IN 91362",rlopez@yahoo.com,Completed,,433.66
bde13c1b-2073-4f6d-8d6a-05b343ef2016,Toys,Action Figure,2024-03-08,5,384.67,1604.95,bee3eb79-1d18-4ee9-86ad-8a8c6bc4123e,PayPal,"95003 Justin Forges Suite 258
East James, KS 13764",echapman@walker-cervantes.com,Pending,,1604.95
5cae9610-c72c-4fe3-b2c2-2a1679eb4168,Electronics,Headphones,2024-01-25,5,230.87,1154.35,73b6a09b-1bea-46ac-97fa-7f0483639007,Bank Transfer,"1534 Allen Valleys
Donnahaven, RI 57349",bsoto@yahoo.com,Pending,DISCOUNT89ia,
0b19f88e-9d77-445e-b206-c26938b77c07,Electronics,Laptop,2024-07-14,1,67.67,67.67,ddf275eb-e8a3-4341-8881-9065ba2c98ce,Credit Card,"22338 Benson Island
Rowlandbury, AZ 81245",lynchbarbara@gmail.com,Completed,,67.67
a4b1f991-7542-4646-8d37-a539857dd3b3,Fashion,T-shirt,2024-09-12,4,122.01,488.04,ffa361be-0f92-40e1-87f9-7d05f6ca6b8b,Credit Card,"53042 Clark Common Suite 912
Potterhaven, NM 68513",williamscaitlin@castillo-ray.net,Completed,,488.04
afa415e5-6d20-4496-a6d0-6371d8e88ebb,Home & Garden,Lawn Mower,2024-07-05,1,142.82,142.82,e8e22743-b65f-4ea9-bd82-42641ba362e7,Credit Card,"587 Wells Prairie Suite 903
East Shannon, MO 29152",frank18@ortiz.com,Completed,,142.82
5275eb94-14ae-4f5c-a636-58c912d0498d,Toys,Action Figure,2024-06-21,2,347.15,694.3,204e178c-10d0-4d11-a5f9-34bf9bb96155,Bank Transfer,"254 Dennis Corner Suite 785
New Blake, RI 44590",ghill@hotmail.com,Pending,,694.3
8c611654-95da-45c1-a211-50f99fd34579,Beauty,Lipstick,2024-04-16,5,296.71,1483.55,fe9fecaa-6182-4347-933f-5a72b64fa54a,PayPal,"6575 Reyes Fall Suite 341
Rachelport, NY 67713",caguilar@gmail.com,Completed,,1483.55
a6a27967-a79b-44b6-9a50-9fed1d4a3d81,Books,Cookbook,2024-09-29,4,430.19,1720.76,b888f6ed-8d24-4e3e-84da-bddbe0b15aba,Credit Card,"92840 Campbell Key Suite 690
Valdezberg, MO 30330",tmurphy@hotmail.com,Pending,DISCOUNT64hO,1720.76
18578baf-bac7-42b9-aa7e-4c3666132e69,Health,Thermometer,2024-06-25,5,17.03,85.15,aa448259-5001-4b7b-ad40-67f450032b35,PayPal,"77805 Barbara Crossroad Suite 075
Jeremiahchester, WV 53371",douglasalexander@ford.com,Pending,,85.15
f4e559e5-9622-4348-8f5a-e9d38e6e5003,Sports,Tennis Racket,2024-02-20,4,469.56,1878.24,ab85fd59-5463-4dc7-8fca-7b6a8fc42092,Credit Card,"970 James Lights
Jamieport, NC 09673",allison39@roach-murray.com,Completed,,1878.24
aa53c19c-dfa4-4b9f-9a85-6750692ac139,Toys,Lego Set,2024-02-17,4,372.81,1491.24,de3b496f-6c45-46f6-8012-a0fff0ede303,PayPal,"025 Myers Creek Apt. 867
South Stephanieborough, IL 41101",sara14@gmail.com,Completed,,1491.24
99b479d4-49a2-44ae-b7e8-f8e50d2b91ef,Health,Vitamins,2024-10-07,2,,421.52,93f277cc-1a85-410d-9a05-7c114ffca6b1,PayPal,"99493 Hill Avenue Apt. 716
New Mark, NM 60820",khodges@hotmail.com,Completed,DISCOUNT57Jc,421.52
90fa6b57-24ac-4130-9eaf-528d2e709838,Fashion,Sneakers,2024-01-03,2,33.96,67.92,2451e5a4-11d0-49b2-a699-cd99a847bce7,PayPal,"042 Howard Forge
Lake Amandamouth, AR 83704",allisonpeterson@sweeney-wilson.com,Completed,DISCOUNT10tg,
177d6e7e-07d9-44ce-b8c8-8faea2178f84,Home & Garden,Vacuum Cleaner,2024-10-14,5,110.83,554.15,604e46cb-3712-42d1-87cd-b6a1bf012e32,Credit Card,"4709 Brandon Lane
East Nicholas, ID 12479",fflowers@landry-rogers.com,Completed,DISCOUNT94Tv,554.15
5ebbcca5-284b-4962-9744-f59674222167,Toys,Puzzle,2024-06-12,2,156.58,313.16,c6deb2f0-530a-41c7-b8ba-83684fc77768,Credit Card,"53131 Jennifer Cape
Huntmouth, OH 82655",marthagriffin@williams.biz,Pending,,313.16
c143f426-372f-471a-85ee-432d6a07f213,Electronics,Headphones,2024-06-20,5,46.59,232.95,6e0ed1e8-585d-4f86-9d23-24e6832920b7,Credit Card,"14950 Nicole Loop Suite 971
West Susan, MD 83190",james60@garner.org,Cancelled,DISCOUNT34eN,232.95
97d7a560-adb1-4670-ad9f-b00d4882d73c,Sports,Tennis Racket,2024-02-13,5,203.23,1016.15,4ef492c1-aac9-4316-86e5-27537c93f6cc,Credit Card,"2571 Smith Prairie
Reyesbury, OR 92858",wrightmia@farrell.com,Refunded,DISCOUNT52YW,1016.15
996d5c50-fc04-4168-a52f-fb493873e57f,Health,Vitamins,2024-01-18,4,8.21,32.84,4d29d1ab-3455-42f7-81f7-c7ec0e0630cd,PayPal,"Unit 3091 Box 4363
DPO AP 10906",michael36@berry.net,Cancelled,,32.84
4169b9fc-c3a0-4c6f-a321-d1e1c47104c0,Home & Garden,Blender,2024-03-23,3,132.43,397.29,01fa964e-1eb7-4b56-93ff-d3a24a193501,Credit Card,"4326 Dawn Freeway Suite 524
Dawnton, WY 54881",foleyjennifer@gmail.com,Completed,DISCOUNT81Pq,154441.08
2112507c-2cfa-45b0-ae3f-683abf3c5140,Health,Bandages,2024-07-12,5,76.08,380.4,3ae88926-b423-4cde-8857-511761554667,,"35533 Rebecca Shores Apt. 396
Isaiahtown, NM 09674",bruce24@gmail.com,Completed,DISCOUNT47JA,380.4
b5a1b949-6788-4209-92ca-525a6de59332,Fashion,Jacket,2024-08-11,2,339.64,679.28,1d7c0098-4a1d-4b32-aaed-fdc7a3e05309,Credit Card,"9734 Miller Lake Suite 627
Hendersonchester, FL 63677",hannahhicks@morales.org,,DISCOUNT74UO,679.28
2bffe17b-5324-41fc-b758-dce20556daea,Health,Vitamins,2024-06-06,1,495.31,495.31,75c8e90d-9e3d-450d-b296-d9f0cd2372c2,PayPal,"1498 Angela Extensions Suite 674
Campbellside, NJ 09930",simsamy@davis-chen.com,Completed,,495.31
168fae12-5ca2-40c9-ab76-07c9b08a4895,Health,Vitamins,2024-11-19,1,103.92,103.92,3e49fd09-1b19-48b8-9830-20816fcc57dd,Bank Transfer,"23008 Henry Mall Suite 567
Danielleshire, MT 05590",christophercook@yahoo.com,,,103.92
2b0abedd-c774-44cb-9543-fc3c38b8f24e,Electronics,Smartphone,2024-05-11,1,440.48,440.48,1d30d990-a21b-4307-82af-085c138d994c,Credit Card,"066 John Bypass Suite 024
Blackburnberg, IA 79425",garciakelly@yahoo.com,Completed,,440.48
c257cf73-c29d-482b-a722-796e9a36d1ec,Health,Bandages,2024-03-08,4,252.69,1010.76,f387e1bd-2d59-42c6-934a-5a2fa7cf705c,PayPal,"461 Daisy Trail Suite 243
Haletown, NM 00707",adrianagray@yahoo.com,Completed,,1010.76
26a524e3-50ee-4a92-a091-51e0f891b0c3,Health,Thermometer,2024-12-01,3,429.74,1289.22,71348c2a-780b-4657-917b-355b70944bdb,PayPal,"100 Walton Avenue Apt. 138
South Carrieview, NJ 99710",montoyafelicia@gmail.com,Cancelled,,1289.22
97674900-4651-4367-8bdc-43184d85a3d2,Beauty,Lipstick,2024-09-02,3,441.37,1324.11,12fe28bf-81e0-4489-9a18-e2a30e614bcd,PayPal,"5553 Ortega Lane Apt. 551
South Monicafurt, DC 03866",hansonheather@walters-harris.net,Pending,DISCOUNT03DJ,1324.11
524f93ff-3030-4633-a6de-d1d8925817b7,Fashion,Sneakers,2024-11-10,2,34.42,68.84,269ed4c9-8059-4b93-b9c2-d2e49ae1a991,Bank Transfer,"60256 Robinson Glens
Lynnville, DC 70564",lopezann@taylor.com,Completed,,191726.32
e62d2d06-cf9b-4558-9a7f-195b73557b9d,Electronics,Smartwatch,2024-01-25,5,298.67,1493.35,b6dd6257-fb7d-4f1c-97eb-89b1d65e59dd,Bank Transfer,"53991 Bennett Stravenue Suite 863
West Darrell, DE 12184",tommyclark@gmail.com,Completed,,47524.97
0a0537f0-2c2c-422b-a568-95c6812a1f9b,Sports,Running Shoes,2024-02-02,2,136.59,273.18,fdb1429e-7010-4d13-b526-b22d3f6c21f7,,"195 Melissa Light
West Bryanside, MS 56036",cynthia47@rice.com,Completed,,273.18
28a39779-9c1c-4517-85d2-d0a686295b5d,Books,Cookbook,2024-06-19,3,182.1,546.3,486bb6bf-eafd-47d9-9f73-3a3e5d286aa4,Credit Card,"289 Daniel Branch Suite 524
South Erin, PA 37645",sarajohnston@hotmail.com,Completed,,546.3
adcc3daf-569f-4ab3-8643-530068a51c68,Books,Cookbook,2024-05-30,3,494.27,1482.81,a181c85e-ca0a-46ac-8d67-d38e990f0c5b,PayPal,"548 Joshua Vista
Welchborough, LA 92794",qsimpson@avila.com,Pending,,1482.81
18318aa3-5466-4d19-90df-997455ab946d,Toys,Action Figure,2024-09-08,1,411.36,411.36,48bddb3e-62f5-4f2b-adaa-44ca8ed6ad5e,Credit Card,"Unit 0523 Box 3027
DPO AP 51856",williamgallagher@mays-hicks.com,Pending,DISCOUNT91Qj,411.36
2434a678-a9e2-4ba9-952e-6abb14dd5061,Fashion,Jacket,2024-05-09,3,83.85,251.55,f7baf55e-4f6b-48c8-998d-daeceaafe543,Credit Card,"25904 Pena Ports Apt. 774
East Jeffery, ID 96880",daniel35@hotmail.com,Completed,DISCOUNT13QN,251.55
2102f9c9-6457-4bc4-a981-b098b2cf952d,Sports,Yoga Mat,2024-09-11,3,50.45,151.35,15b02530-f020-4992-b576-255e98549f22,,"912 Clements Meadow Apt. 015
Whiteton, NY 85710",meghanmartinez@yahoo.com,Completed,,151.35
ff4625af-bd20-463b-b275-b5f3d436a7a8,InvalidCat2,InvalidProd1,2024-09-29,1,86.64,86.64,17ec889c-86c1-46cb-a996-30f7af77520e,PayPal,"8309 Hill Summit
Port Brittanyfurt, SD 92610",mayroger@moyer.biz,Completed,,86.64
5ca0c428-822c-4d32-ac64-5c15aba301cb,Electronics,Smartwatch,2024-09-07,1,237.24,237.24,2e25b5ee-4f11-48dc-9cd3-336904aac1b7,PayPal,"51826 Phillip Viaduct
Brownshire, VT 85920",harrisstacey@hotmail.com,Completed,,237.24
7c7c404e-c422-403e-b29a-6339577bc55a,Home & Garden,Sofa,2024-03-24,1,111.52,111.52,23377bbc-fffe-47c8-b9fe-b99c31274148,Credit Card,"129 Adam Mission
Davidberg, IL 86043",eharris@pearson-howard.net,Completed,,111.52
c9c23e69-d82c-4565-8bb9-07ec13c11754,Books,Cookbook,2024-03-01,2,341.58,683.16,8a2e6a93-c558-4bb2-81f7-f3fb19e45c6a,PayPal,"11845 Rodney Shoals Apt. 340
Donnamouth, OK 64784",jasoncampbell@cole-calderon.com,Completed,,683.16
09a9d1c1-86ca-46f4-a238-fe93bd17c5e8,Fashion,Sneakers,2024-11-20,2,71.32,142.64,c42cbc39-e05b-46c5-9636-3094a97431db,Credit Card,"883 Elaine Cape Apt. 032
Melissaborough, PA 72862",jacobscindy@mcmahon.com,Completed,,
277d1be9-6070-46a1-98e5-2499218c6e1c,Sports,Yoga Mat,2024-08-28,5,110.57,552.85,b15e54f6-d4d3-4795-ae4b-ebc429890880,PayPal,"2961 Green Run Apt. 671
Ericaberg, IL 09749",lopezdavid@gmail.com,Completed,,552.85
2a60c652-e714-4668-8f1d-7d3a9feefdff,Home & Garden,Sofa,2024-10-26,4,373.77,1495.08,692e07b6-0b2f-4d5c-b00b-5d5fb89f72f3,Credit Card,"359 Robert Drives Suite 660
North Joseph, DE 90151",kristin04@gmail.com,Completed,DISCOUNT74pU,
f836f571-3cce-476c-b836-c448ad261ec5,Home & Garden,Vacuum Cleaner,2024-05-21,4,96.59,386.36,c09cb506-48f1-496d-9c4f-fb4671b701aa,PayPal,"1554 Misty Fork
Alejandrofurt, MS 14263",patriciacarr@pearson.com,Completed,,386.36
88b4f474-3be7-4df4-b2ec-f16ec8a723e9,Home & Garden,Blender,2024-10-17,4,156.46,625.84,cf01f944-f731-4749-8f39-49a83d3a2582,Bank Transfer,"84971 Graves Way
Andreaville, AR 22881",smithjasmine@yahoo.com,Pending,DISCOUNT69Ka,58529.12
31ab0b56-d5c9-4dc7-a76a-dca978116802,Beauty,Lipstick,2024-10-31,4,107.9,431.6,92070158-f277-4f63-ada5-84175e2ad32d,Credit Card,"58896 Vargas Green Apt. 822
South Ashley, AR 95583",cunninghamerik@yahoo.com,Pending,DISCOUNT55Ju,431.6
9acb394a-cd1f-4318-b31f-63fbd11fc8c0,Toys,Action Figure,2024-03-03,4,154.32,617.28,0d5ba7cd-4000-45f0-9f7d-0dd7236e1608,Credit Card,"396 White Knoll Suite 844
Meyerbury, SC 11896",ujohnson@hotmail.com,Pending,,617.28
177a8a5f-6ffe-43b3-94bf-7a4b25b8a42f,Beauty,Shampoo,2024-07-18,1,62.45,62.45,d11376e0-38d7-4b9a-a916-da57f24823ab,Bank Transfer,"29014 Stokes Branch
Rhodesberg, NM 68004",jacobsmith@hotmail.com,Completed,,62.45
55d596af-a663-42cd-b6f6-dbf1d6d441cc,Home & Garden,Vacuum Cleaner,2024-02-08,1,167.36,167.36,09ce3cfb-2339-4a19-a563-7cc3ca97ebf5,Credit Card,"832 Michael Dale
Stephaniechester, MS 22846",villaedward@johnson.com,Pending,,167.36
b231c60b-78f2-4e6b-946b-415deada79a3,Fashion,Jacket,2024-04-21,2,199.61,399.22,b49e04cc-c243-49e7-a387-eaf6d4c3a832,Bank Transfer,"3814 Webb Greens
North Joann, MO 29004",egriffith@hotmail.com,Completed,,399.22
e7e646c7-0158-4463-9d87-76a072d78bdd,Electronics,Headphones,2024-07-01,3,278.74,836.22,3735262d-4184-4b03-84dd-7054144823f7,Credit Card,"PSC 8079, Box 7050
APO AP 60840",robertstephens@gmail.com,Completed,DISCOUNT08Wr,836.22
1f317405-4d18-4eba-bcd5-fd7f49c10669,Toys,Board Game,2024-10-28,4,95.38,381.52,a3925731-6b79-4fcc-bd0a-5f0c0c394ec7,PayPal,"76545 Mcclain Plain Suite 177
East Michael, AL 47586",stephanie90@lindsey.org,Completed,,381.52
bba205ca-3dba-4da8-9844-f9fc114b9547,Beauty,Face Cream,2024-11-02,1,82.84,82.84,c5811d2d-1a89-471e-a0d5-72c8a837fe68,PayPal,"635 Hunter Alley Apt. 534
Ramirezville, HI 33565",molly46@gmail.com,Completed,DISCOUNT69BK,82.84
c775e395-d494-45f0-acd2-a404a48e40f1,Books,Children's Book,2024-11-11,5,395.71,1978.55,b20507bb-fb16-4757-b6f1-86abaf475b49,Credit Card,"5598 Allen Harbor
New Patrick, CT 17603",hudsonamy@gmail.com,Completed,,1978.55
2285b2ef-cfbe-4fe9-aea9-c542a1b970d0,Health,Bandages,2024-07-04,3,53.88,161.64,f1901b7e-c6b4-49ef-b74e-ba9310275b53,PayPal,"93371 Shelly River
Kevinfort, ID 70435",gibsonkirk@yahoo.com,Pending,,161.64
0b36e356-339b-47a8-8b1f-0d7b0977c513,Health,Thermometer,2024-06-26,2,154.05,308.1,0aba590e-e2c3-48aa-b310-7475ca862225,PayPal,"36848 Jacobson Mission
South Carloschester, NY 03368",mandymalone@vincent-arias.com,Cancelled,,308.1
65f202f9-83f0-4dc7-8f61-2217eef16694,Fashion,Sneakers,2024-05-02,71,9337.58,1218.99,7930ba20-8b04-4f49-90be-73eefd372539,Credit Card,"240 Laura Square Apt. 678
East Samuelhaven, OH 51651",douglas60@peterson.org,Pending,,2455.39
30ec2796-a59b-457f-80d7-ac73095ffa81,Fashion,T-shirt,2024-04-08,3,459.75,1379.25,c7e53bbb-dcb5-4c53-9b62-a8df493e904d,Credit Card,"20293 Natasha Turnpike Suite 884
Melissaport, KY 72872",thomasjessica@hotmail.com,,,1379.25
45f18619-54f9-4429-a7de-02ccdda4f4a7,Beauty,Lipstick,2024-01-19,4,21.39,85.56,6fdc0bad-5e36-4127-8ca1-b45c1fdd980a,Credit Card,"83402 Ho Groves
Lake Tinaborough, DE 00684",kevin77@bennett.com,Pending,,85.56
f4dbca07-e506-4670-b092-947dbe4969ec,Beauty,Lipstick,2024-06-04,3,20.65,61.95,2fd340c0-f945-42fd-96cb-1ab062fb26d7,Bank Transfer,"1842 Villanueva Hill Suite 005
Lake Tammy, KS 02550",wmay@davis-leblanc.info,Cancelled,,61.95
ec9f9c54-5e0a-42ab-bf5d-b163b12b6680,Fashion,Sneakers,2024-07-11,23,5290.62,299.51,cd180a82-4447-4eab-84ef-4324cc1b4157,Bank Transfer,"649 Lisa Forges
Josephshire, WV 52335",pearsoncarrie@yahoo.com,Cancelled,DISCOUNT04wj,299.51
6e3c4532-1434-4f62-acac-028cba220065,Health,Protein Powder,2024-02-02,1,432.29,432.29,2e326567-d284-454e-bebe-c0db9a3a6103,Credit Card,"652 Davis Falls
Lopezburgh, OK 64794",josephcooper@howard.com,Cancelled,,432.29
2aa93b43-6d15-416f-b7b8-c1a59a45693d,Fashion,Jeans,2024-06-22,2,27.67,55.34,727716ec-59fe-4bbc-b1a3-fad2b0946d2a,Credit Card,"9312 Ronald Motorway
Garciahaven, VA 98863",zfernandez@mitchell.biz,Cancelled,DISCOUNT89ZI,55.34
702c1821-c804-4fb7-ad97-3b679b89e5cb,Health,Bandages,2024-11-25,1,193.26,193.26,3c6a3174-1136-44a5-a050-9c6208e895d7,Credit Card,"18418 Thomas Fork
East Ronaldberg, SD 38098",larry40@curry.com,Completed,,193.26
6202bee6-5cb5-469c-9dc7-b3e6a52964ff,Health,Bandages,2024-10-29,3,482.46,1447.38,9ae77eab-084a-4780-9136-f1f8f31046dc,PayPal,"172 Jeffrey Haven Suite 195
West Sandraland, AZ 79734",henrychristine@anderson.biz,Refunded,,1447.38
5ef787b8-f2e6-495f-b32e-2016add702c9,Beauty,Shampoo,2024-02-29,61,1399.73,1443.26,13aec376-c359-410a-b1a6-014c5f3c44dc,Credit Card,"592 Hernandez Shores Suite 945
West Sabrinastad, VT 10510",ufranklin@anderson.com,Pending,,1443.26
65e58f34-5df0-4e8c-878a-aed9233ffc82,Home & Garden,Blender,2024-08-10,1,192.28,192.28,3fe68c9c-4758-467b-a649-9cdc507b9072,Credit Card,"252 Griffin Underpass
Briggsville, NE 95752",william47@gmail.com,Pending,,192.28
7fc15858-2fa0-4842-bc55-300b06a241af,Health,Bandages,2024-02-14,5,,1429.6,8fc9c86b-e9dd-4bf5-a311-9aca848af440,Bank Transfer,"2265 Snyder Orchard
Guzmanmouth, SD 32732",walkertammy@flores-reynolds.com,Completed,,
51d08109-fc90-4838-9874-1408f7b217c7,Health,Bandages,2024-09-21,2,,492.06,109fd8ee-b5a4-4200-98f0-dd23aaf78c67,Credit Card,"09622 Manning Summit
Theodoremouth, WY 85022",cameronjackson@acosta.com,Pending,,492.06
4cc9f5f2-e42e-4037-8a55-2ea08acbbe09,Health,Protein Powder,2024-08-01,2,403.09,806.18,b5a5f8e6-b639-4f04-a852-4385d9f2dd0d,,"20092 Alex Village Suite 784
Jennachester, KY 12551",aaron33@gmail.com,Pending,,133476.18
5c8ac066-cb2f-4fa3-ac91-3a7ca3404f08,Beauty,Perfume,2024-09-28,1,116.51,116.51,fc31a597-1f11-4c0f-b967-e60a823dd107,Credit Card,"369 Jeffery Ferry
Port Heatherfort, SD 84634",smithapril@mcguire.biz,Completed,,51315.61
ca55e38b-3c9a-4e10-a38d-6f44cac4d0eb,Fashion,Sneakers,2024-03-19,1,90.84,90.84,8dd4595b-5c63-46f3-86ba-8cd37e7838c9,Bank Transfer,"05634 Dan Lake Suite 034
New Daniel, PA 01939",brittneysalazar@gmail.com,Refunded,,40904.34
ffe575f6-65ed-4fe3-8f2d-ad3f10d4de39,Fashion,Sneakers,24-10-2024 08:55:04,4,309.54,1238.16,8693fd9d-7a89-4beb-b807-d78ab788f5d1,Bank Transfer,"83034 Tiffany Port Apt. 970
West Christopherport, MI 99025",dominicsimpson@harmon-perkins.net,Completed,DISCOUNT45Cc,1238.16
ae1b9f69-7740-4831-b331-874912fc7a87,Sports,Running Shoes,2024-09-06,1,,56.61,e0c1ff1e-20da-4972-9832-1ee48471b4b0,PayPal,"2271 Stephanie Fort
Port Erin, WI 94683",amy18@yahoo.com,Completed,,56.61
96792482-a3c9-48e4-8d22-38e6c7bf4fbc,Books,Fiction Novel,2024-11-17,1,214.75,214.75,21084dd9-f75d-4e3c-848d-56502e9522d6,Credit Card,"2545 Williams Station Suite 339
East Ashleyfort, AL 19194",paul00@gmail.com,Completed,,214.75
4d85e9c7-a001-4720-a00b-290346426c45,Health,Thermometer,2024-08-01,4,34.28,137.12,80a8a23d-17ea-4c83-8892-042f9d4b2bf9,Bank Transfer,"740 Joyce Gardens Apt. 214
Moorefurt, CA 29736",mark29@yahoo.com,Completed,,30550.78
d7b00bdc-566e-4cbe-9aea-622fe6e987ca,Fashion,T-shirt,2024-10-06,3,117.06,351.18,d342af08-0a8b-45b4-9049-4583ec86a890,Credit Card,"71470 Stacy Drive Apt. 590
Brownstad, NE 62551",cjenkins@yahoo.com,,,351.18
6aa56e6d-9277-4574-8457-6cc335f789bc,Fashion,Sneakers,2024-09-09,1,290.99,290.99,7f7f6c0a-07c0-4116-a394-ed549e3c5a88,,"01654 James Manor Suite 782
Gomezshire, AL 74020",justin46@yahoo.com,Completed,,290.99
343ada2a-76e5-4e78-bbf7-e1d36a662fce,Health,Protein Powder,2024-06-19,2,20.44,40.88,5005680f-24c7-48a5-9b4e-164b5716dc2e,Credit Card,"905 Smith Inlet
Lake Victormouth, MT 46602",jenniferdavis@hotmail.com,Completed,DISCOUNT53Ob,40.88
fcef1972-bbf4-43ce-91be-b80eb7e6a14c,Health,Protein Powder,2024-11-30,3,160.22,480.66,66124ab4-f9b2-4e6e-986a-346adc5be7d1,PayPal,"512 Patterson Fall Apt. 866
Meganchester, LA 92525",nicole02@carrillo.com,Completed,,480.66
8fc85fc0-83d5-4ceb-9edb-b8eec2baf0e0,Health,Protein Powder,2024-02-20,4,176.0,704.0,776abf09-3de2-4859-91b1-943c1b2ededb,Credit Card,"11096 Tyler Terrace
Lake Seanshire, AZ 88019",williamcarlson@donaldson-hernandez.biz,Completed,DISCOUNT84mE,61580.72
